timestamp,open,high,low,close,volume
2024-10-02 20:00:00,140.0,141.72,138.61,140.18,139726.613
2024-10-03 00:00:00,140.18,142.99,138.65,142.9,190590.976
2024-10-03 04:00:00,142.9,142.9,139.87,139.89,88817.269
2024-10-03 08:00:00,139.89,140.07,135.21,136.85,243012.184
2024-10-03 12:00:00,136.85,138.55,133.06,135.57,365654.295
2024-10-03 16:00:00,135.57,137.46,133.65,137.33,192522.242
2024-10-03 20:00:00,137.33,137.89,135.22,136.82,104474.161
2024-10-04 00:00:00,136.82,138.69,135.92,137.32,125463.539
2024-10-04 04:00:00,137.32,139.77,137.26,139.55,86922.155
2024-10-04 08:00:00,139.55,141.11,139.16,140.12,119991.416
2024-10-04 12:00:00,140.12,142.68,138.09,142.45,300339.876
2024-10-04 16:00:00,142.45,144.55,141.82,143.9,163885.489
2024-10-04 20:00:00,143.9,144.58,142.6,143.23,67910.298
2024-10-05 00:00:00,143.23,144.05,141.72,141.83,64975.035
2024-10-05 04:00:00,141.83,144.54,141.54,143.8,73065.188
2024-10-05 08:00:00,143.8,144.93,143.3,143.42,65436.519
2024-10-05 12:00:00,143.42,144.15,142.48,142.88,69997.92
2024-10-05 16:00:00,142.88,143.0,141.97,142.17,72920.376
2024-10-05 20:00:00,142.17,142.98,141.02,142.61,61928.401
2024-10-06 00:00:00,142.61,143.68,141.98,142.68,45016.841
2024-10-06 04:00:00,142.68,143.44,142.1,142.96,35685.153
2024-10-06 08:00:00,142.96,144.33,142.61,144.01,44283.91
2024-10-06 12:00:00,144.01,146.68,143.95,145.97,90687.905
2024-10-06 16:00:00,145.97,146.5,144.87,145.41,81146.349
2024-10-06 20:00:00,145.41,146.77,144.29,146.47,76322.625
2024-10-07 00:00:00,146.47,151.0,145.88,149.93,160839.102
2024-10-07 04:00:00,149.93,150.52,147.92,148.03,93823.643
2024-10-07 08:00:00,148.03,149.52,145.64,147.46,148851.53
2024-10-07 12:00:00,147.46,152.35,146.4,148.7,243193.736
2024-10-07 16:00:00,148.7,149.44,145.48,147.1,163795.307
2024-10-07 20:00:00,147.1,147.28,143.47,143.97,154492.492
2024-10-08 00:00:00,143.97,145.62,143.46,144.71,109626.044
2024-10-08 04:00:00,144.71,145.05,142.14,143.08,94256.153
2024-10-08 08:00:00,143.08,144.65,142.71,144.49,75807.313
2024-10-08 12:00:00,144.49,145.53,141.14,142.8,155544.457
2024-10-08 16:00:00,142.8,144.07,141.74,143.74,88182.038
2024-10-08 20:00:00,143.74,144.71,142.67,143.48,46295.481
2024-10-09 00:00:00,143.48,145.34,143.09,143.95,69920.013
2024-10-09 04:00:00,143.95,144.33,142.71,143.18,46952.583
2024-10-09 08:00:00,143.18,143.5,142.45,143.2,54811.577
2024-10-09 12:00:00,143.2,143.35,140.18,142.81,139579.499
2024-10-09 16:00:00,142.81,142.88,139.62,141.12,109533.722
2024-10-09 20:00:00,141.12,141.12,138.66,139.33,77591.148
2024-10-10 00:00:00,139.33,140.4,137.68,139.91,56484.434
2024-10-10 04:00:00,139.91,140.92,139.45,139.71,40433.783
2024-10-10 08:00:00,139.71,140.49,137.43,140.44,118574.994
2024-10-10 12:00:00,140.44,140.83,136.16,138.68,237807.813
2024-10-10 16:00:00,138.68,139.09,135.5,138.12,151499.538
2024-10-10 20:00:00,138.12,139.09,137.19,139.05,84846.581
2024-10-11 00:00:00,139.05,141.53,138.71,140.86,79126.608
2024-10-11 04:00:00,140.86,142.08,140.65,141.18,61461.51
2024-10-11 08:00:00,141.18,142.73,140.99,141.98,74698.36
2024-10-11 12:00:00,141.98,145.54,141.87,144.39,180079.33
2024-10-11 16:00:00,144.39,146.56,143.89,145.44,132171.363
2024-10-11 20:00:00,145.44,146.43,145.13,145.55,55541.721
2024-10-12 00:00:00,145.55,146.61,144.7,145.13,50913.886
2024-10-12 04:00:00,145.13,145.98,145.13,145.57,38278.041
2024-10-12 08:00:00,145.57,147.22,145.47,146.26,52458.286
2024-10-12 12:00:00,146.26,147.31,145.72,146.09,67990.659
2024-10-12 16:00:00,146.09,147.2,146.09,146.79,45552.768
2024-10-12 20:00:00,146.79,147.21,146.33,146.39,35745.672
2024-10-13 00:00:00,146.39,147.07,145.14,145.31,52817.32
2024-10-13 04:00:00,145.31,147.0,145.27,146.43,30928.207
2024-10-13 08:00:00,146.43,148.39,146.41,146.48,84586.072
2024-10-13 12:00:00,146.48,148.06,144.47,145.32,104968.356
2024-10-13 16:00:00,145.32,146.53,144.69,146.03,72254.667
2024-10-13 20:00:00,146.03,148.86,145.65,147.73,63052.39
2024-10-14 00:00:00,147.73,152.56,146.78,152.5,140676.478
2024-10-14 04:00:00,152.5,153.32,150.9,153.03,143137.121
2024-10-14 08:00:00,153.03,153.95,152.03,153.14,128598.837
2024-10-14 12:00:00,153.14,158.1,152.6,156.73,240959.996
2024-10-14 16:00:00,156.73,156.91,154.68,155.66,116668.279
2024-10-14 20:00:00,155.66,158.12,155.43,157.58,114910.858
2024-10-15 00:00:00,157.58,158.28,155.19,155.5,118501.84
2024-10-15 04:00:00,155.5,156.34,153.77,155.14,140187.181
2024-10-15 08:00:00,155.14,155.5,151.76,152.38,122734.18
2024-10-15 12:00:00,152.38,159.68,150.3,153.3,537243.423
2024-10-15 16:00:00,153.3,156.35,153.07,155.16,174655.626
2024-10-15 20:00:00,155.16,155.28,152.32,154.75,122856.859
2024-10-16 00:00:00,154.75,156.11,153.01,154.19,98387.475
2024-10-16 04:00:00,154.19,154.91,153.0,153.67,98666.767
2024-10-16 08:00:00,153.67,158.42,153.4,155.87,184811.794
2024-10-16 12:00:00,155.87,156.89,153.77,155.72,216930.935
2024-10-16 16:00:00,155.72,155.99,154.06,154.36,102931.122
2024-10-16 20:00:00,154.36,155.14,153.66,154.29,90310.274
2024-10-17 00:00:00,154.29,155.75,153.76,154.62,79774.422
2024-10-17 04:00:00,154.62,154.79,151.6,152.6,107894.714
2024-10-17 08:00:00,152.6,153.48,151.11,151.3,87263.165
2024-10-17 12:00:00,151.3,153.27,150.8,152.9,145274.559
2024-10-17 16:00:00,152.9,152.91,147.68,149.38,146339.158
2024-10-17 20:00:00,149.38,150.96,149.27,150.48,54750.417
2024-10-18 00:00:00,150.48,153.25,149.64,151.9,76204.612
2024-10-18 04:00:00,151.9,154.25,151.9,153.89,54064.89
2024-10-18 08:00:00,153.89,154.34,152.86,153.01,44589.473
2024-10-18 12:00:00,153.01,155.27,152.17,154.73,147768.719
2024-10-18 16:00:00,154.73,156.67,153.67,154.81,120251.964
2024-10-18 20:00:00,154.81,155.2,153.77,154.96,42059.873
2024-10-19 00:00:00,154.96,156.0,154.22,154.56,46490.671
2024-10-19 04:00:00,154.56,155.15,154.09,154.57,32292.118
